-1.0519999999999998, 0.10814804667676622, 1.52, 1.0814804667676619, 0.0, 0.0
-1.025, 0.05361902647381806, 1.25, 0.5361902647381804, 0.0, 0.0
-1.0319999999999998, 0.06144916598294887, 1.32, 0.6144916598294887, 0.0, 0.0
-1.008, 0.21432685319390102, 1.28, 0.7222188034107115, 0.01, 0.09949874371066199
-1.016, 0.2212329089443974, 1.36, 0.8890444308357146, 0.01, 0.09949874371066199
-1.03, 0.05916079783099617, 1.3, 0.5916079783099617, 0.0, 0.0
-1.0419999999999998, 0.08146164741766522, 1.42, 0.814616474176652, 0.0, 0.0
-1.0579999999999998, 0.10409610943738483, 1.58, 1.0409610943738483, 0.0, 0.0
-1.055, 0.09526279441628827, 1.55, 0.9526279441628827, 0.0, 0.0
-1.054, 0.11783038657324348, 1.54, 1.178303865732435, 0.0, 0.0
-1.051, 0.09433451118228153, 1.51, 0.9433451118228153, 0.0, 0.0
-1.079, 0.15703184390434954, 1.79, 1.5703184390434954, 0.0, 0.0
-1.031, 0.2221238393329271, 1.51, 0.8774394566008528, 0.01, 0.09949874371066199
-1.0510000000000002, 0.08543418519538885, 1.51, 0.8543418519538883, 0.0, 0.0
-1.0859999999999999, 0.31081184018630953, 2.06, 2.2970415755923965, 0.01, 0.09949874371066199
-1.068, 0.28385911998736274, 2.08, 1.5979987484350544, 0.02, 0.13999999999999999
-1.079, 0.13288717018583848, 1.79, 1.3288717018583847, 0.0, 0.0
-1.1039999999999999, 0.1482700239428051, 2.04, 1.482700239428051, 0.0, 0.0
-1.097, 0.17114613638642268, 1.97, 1.711461363864227, 0.0, 0.0
-1.0979999999999999, 0.16910351859142375, 1.98, 1.6910351859142372, 0.0, 0.0
-1.105, 0.17684739183827394, 2.05, 1.7684739183827394, 0.0, 0.0
-1.03, 0.349428104193123, 1.9, 1.374772708486752, 0.03, 0.17058722109231983
-1.0219999999999998, 0.4433012519720647, 2.02, 1.7491712323268982, 0.04, 0.19595917942265423
-1.088, 0.26768638366566194, 2.08, 1.6654128617252841, 0.01, 0.09949874371066199
-1.101, 0.15394479530013347, 2.01, 1.5394479530013347, 0.0, 0.0
-1.091, 0.1249759976955575, 1.91, 1.2497599769555752, 0.0, 0.0
-1.0999999999999999, 0.28670542373662894, 2.2, 1.9442222095223582, 0.01, 0.09949874371066199
-1.0939999999999999, 0.14058449416631977, 1.94, 1.405844941663198, 0.0, 0.0
-1.077, 0.35266272839640994, 2.17, 2.0152171098916365, 0.02, 0.13999999999999999
-1.1039999999999999, 0.358586112391431, 2.44, 2.0655265672462315, 0.02, 0.13999999999999999
-1.038, 0.33519546536312217, 1.78, 1.664812301732541, 0.02, 0.13999999999999999
-1.0489999999999997, 0.38301305460780316, 2.09, 1.5880491176282931, 0.03, 0.17058722109231983
-1.025, 0.4065402809070708, 2.05, 1.3738631664034084, 0.04, 0.19595917942265428
-1.0939999999999999, 0.4151674361025922, 2.54, 2.0367621363330577, 0.03, 0.17058722109231983
-1.0419999999999998, 0.38475446716055156, 2.22, 1.758294628325981, 0.04, 0.19595917942265426
-1.1139999999999999, 0.402993796478308, 2.74, 2.3048644211753544, 0.03, 0.17058722109231983
-1.1099999999999999, 0.42673176586703737, 2.7, 2.3937418407171647, 0.03, 0.1705872210923198
